subject;body;label
Dringend! Smart Glasses funktionieren nach Update nicht mehr;"Sehr geehrte Damen und Herren,
mein Name ist Anja Arnold und nach dem letzten Firmware-Update sind meine Smart Glasses komplett ausgefallen. Sie lassen sich nicht mehr einschalten und ich benutze sie täglich bei der Arbeit. Können Sie mir bitte umgehend weiterhelfen?
Danke und beste Grüße,
Anja Arnold";Support
Rechtsberatung zu Arbeitsrecht für Mitarbeitern;Hallo Buchhaltungsteam, ich habe eine Frage zur Arbeitszeitenregelung bezüglich unserer neuen Mitarbeitern. Insbesondere benötige ich Klarheit zu Überstundenregelungen und befristeten Arbeitsverträgen. Gibt es hierzu aktuelle gesetzliche Vorgaben und wie sollten wir diese umsetzen? Ich danke euch im Voraus für eure Hilfe! Liebe Grüße, Umit Karakaya;Buchhaltung
Frage zu dynamischem Mikrofon;"Sehr geehrte Damen und Herren,
ich habe kürzlich ein dynamisches Mikrofon bei Ihnen erworben. Es läuft grundsätzlich einwandfrei, dennoch möchte ich gern wissen, ob es möglich ist, einen anderen Standfuß für das Gerät zu nutzen. Gibt es kompatible Modelle, die Sie empfehlen können?
Vielen Dank und mit freundlichen Grüßen,
Nikolaus Schuller";Support
Frage zur Darstellung von Berichten in QuickBooks Online Accountant;Sehr geehrter Kundensupport, ich habe ein kleines Problem mit QuickBooks Online Accountant. Die Berichte sind seit dem letzten Update nicht mehr richtig formatiert. Könnten Sie einmal prüfen, ob es ein bekanntes Problem gibt? Herzlichen Dank, Hedwig Diehl;Support
Anfrage: Anpassung der Mitarbeiterabrechnung bei Ihnen;Hallo, ich bräuchte eine Anpassung bei meiner Abrechnung, da die letzten Spesen nicht korrekt aufgeführt wurden. Können Sie das bitte nachprüfen? Danke!;Buchhaltung
Dringende Anfrage zur Umsatzsteuererklärung 2023;"Hallo Buchhaltung, 
wir benötigen dringend eine aktualisierte Umsatzsteuererklärung für 2023. Könnten Sie uns diese baldmöglichst zukommen lassen? Wir müssen wichtige Abgaben tätigen.
Vielen Dank, 
Horst Kröger";Buchhaltung
Dringende HR-Frage: Mitarbeitervergütung Juli 2023;"Sehr geehrtes Buchhaltungsteam,

ich habe eine dringende Frage zur Mitarbeitervergütung für Juli 2023. Es scheint, als wären einige Überstunden nicht korrekt berücksichtigt worden. Bitte klären Sie das schnellstmöglich.

Vielen Dank.
Gruß, Dirk Götz";Buchhaltung
Directional Antenna funktioniert nicht;Hallo Kundensupport, meine kürzlich bei Ihnen erworbene Directional Antenna hat plötzlich den Betrieb eingestellt. Gerät zeigt keine LED-Anzeigen und verbindet sich nicht mehr mit dem Router. Dringende Hilfe erforderlich, da ich es geschäftlich dringend benötige. Danke und viele Grüße, Emira Kus;Support
Solana stürzt nach Update 5.3 dauerhaft ab;Guten Tag, nach Update 5.3 stürzt Solana ständig ab. Dringend Hilfe benötigt.;Support
Frage: Nächstes Update für E-ATX Motherboard;Sehr geehrte Damen und Herren, ich wollte fragen, ob und wann ich das nächste Firmware-Update für mein E-ATX Motherboard bekommen kann. Gibt es einen Zeitplan für kommende Updates? Vielen Dank, Mark Hartmann;Support
Mitarbeiteranfrage zur Abrechnung;"Sehr geehrte Damen und Herren,

ich habe eine Frage bezüglich meiner letzten Gehaltsabrechnung. Mir scheint, dass die Überstunden für den Monat August nicht korrekt erfasst wurden. Könnten Sie dies bitte überprüfen und mich informieren? Vielen Dank im Voraus!

Mit freundlichen Grüßen,
Annette Stephan";Buchhaltung
Smart-Mixer hat ein kleines Display-Problem;Hallo Support-Team, mein Smart-Mixer zeigt Streifen auf dem Display. Es ist kein großes Problem, aber nervig. Nazmi Radke;Support
Sabrent 4-Port USB 3.0 Hub nicht funktionsfähig;Hallo Team, mein USB-Hub von Sabrent funktioniert nicht, kann keine Geräte mehr verbinden!;Support
Anfrage Angebotskonditionen;Sehr geehrtes Team, wir benötigen ein unverbindliches Angebot für 150 Headsets für unseren Außendienst. Bitte senden Sie uns zusätzlich Informationen zu Lieferzeiten und möglichen Mengenrabatten. Vielen Dank.;Vertrieb
Preisübersicht für Lizenzverlängerung;Hallo, wir planen die Verlängerung unserer Softwarelizenzen für das kommende Jahr. Können Sie uns eine aktuelle Preisübersicht inkl. Upgrade-Möglichkeiten zukommen lassen?;Vertrieb
Rückfrage zur Rabattstaffel;Guten Tag, ich hätte gern Details zur Rabattstaffel bei Abnahme von über 300 Einheiten Ihres Produkts. Besonders interessiert uns, ab welcher Menge der höchste Rabatt greift.;Vertrieb
Material für Neukundenaktion;Hallo Vertriebsteam, für unsere Neukundenaktion benötigen wir Werbematerial, Flyer und digitale Grafiken. Bitte senden Sie uns die verfügbaren Vorlagen.;Vertrieb
Terminvorschlag für Produktdemo;Sehr geehrte Damen und Herren, wir möchten eine Live-Demo Ihres CRM-Systems sehen. Haben Sie Termine frei in der nächsten Woche?;Vertrieb
Angebot für Jahresvertrag;Hallo, wir planen langfristig mit Ihrem Service. Können Sie uns ein Angebot für einen Jahresvertrag inkl. Service-Level-Agreement erstellen?;Vertrieb
Anfrage internationale Lieferung;Guten Tag, wir haben einen neuen Kunden in Österreich und benötigen Informationen zum internationalen Versand Ihrer Produkte.;Vertrieb
Produktkatalog 2025;Sehr geehrtes Vertriebsteam, bitte senden Sie uns den vollständigen Produktkatalog 2025 in digitaler Form zu.;Vertrieb
Lead-Informationen benötigt;Hallo, wir haben einen vielversprechenden Lead aus dem Energiesektor. Bitte stellen Sie uns alle relevanten Unterlagen bereit, um ein Angebot zu formulieren.;Vertrieb
Rückfrage zu Testphase;Guten Tag, wann endet unsere Testphase und welche Optionen haben wir für die Umwandlung in ein kostenpflichtiges Paket?;Vertrieb
Anforderung Verkaufsunterlagen;Hallo, ich benötige die aktuellen Präsentationen und Preisblätter für unsere nächsten Kundentermine.;Vertrieb
Kooperation mit Partnerfirma;Sehr geehrte Damen und Herren, unsere Partnerfirma interessiert sich für ein gemeinsames Vertriebspaket. Können wir hierzu ein Gespräch planen?;Vertrieb
Information über Produktneuheiten;Hallo Vertrieb, wir benötigen eine kurze Übersicht über Ihre neuen Produkte, um diese im nächsten Kundengespräch zu platzieren.;Vertrieb
Bitte um Angebotsupdate;Guten Tag, bitte aktualisieren Sie das Angebot vom 4. Januar nach den neuen Anforderungen des Kunden.;Vertrieb
Support für Ausschreibung;Hallo, wir nehmen an einer Ausschreibung teil und benötigen detaillierte technische Datenblätter zu Ihren Produkten.;Vertrieb
Vorbereitung Kundentermin;Ich brauche dringend Unterlagen zur Preisentwicklung der letzten Jahre für unser Treffen nächste Woche.;Vertrieb
Vergleich unterschiedlicher Paketpreise;Sehr geehrtes Team, wir benötigen einen Vergleich Ihrer drei Servicepakete für unseren Entscheidungsprozess.;Vertrieb
Anfrage Reseller-Konditionen;Hallo, unser Unternehmen möchte als Reseller auftreten und benötigt Informationen zu Margen und Voraussetzungen.;Vertrieb
Produktpräsentation für Messe;Guten Tag, für die bevorstehende Messe benötigen wir eine kompakte Präsentation Ihrer wichtigsten Features.;Vertrieb
Technische Details zu neuer Version;Hallo, welche neuen Funktionen bringt Version 4.2 Ihres Systems? Unser Kunde stellt dazu viele Fragen.;Vertrieb
Kundenfeedback weiterleiten;Liebe Kolleginnen und Kollegen, hier ein Kundenfeedback zur letzten Lieferung. Wir sollten klären, wie wir die Erwartungen besser erfüllen.;Vertrieb
Preisverhandlung notwendig;Hallo, der Kunde fordert einen um 8% reduzierten Preis. Können wir diese Anpassung anbieten?;Vertrieb
Lieferzeit zu großem Auftrag;Sehr geehrtes Team, wie lange würde die Lieferung von 120 Monitoren dauern?;Vertrieb
Neue Produktlinie vorstellen;Hallo, wir planen eine interne Präsentation Ihrer neuen Produktlinie. Haben Sie dazu fertige Folien?;Vertrieb
Upselling-Möglichkeiten prüfen;Guten Tag, welche Add-ons könnten wir dem Kunden zusätzlich anbieten?;Vertrieb
Broschüren für Kundentermin;Bitte senden Sie uns aktuelle Broschüren im PDF-Format.;Vertrieb
Unvollständige Angebotsdetails;Hallo, uns fehlen Details zur Garantiezeit in Ihrem Angebot. Bitte ergänzen.;Vertrieb
Anfrage Finanzierungsmöglichkeiten;Sehr geehrte Damen und Herren, bieten Sie Finanzierungsmodelle an?;Vertrieb
Informationsmaterial für Präsentation;Ich benötige alle Materialien für das Meeting mit unserem Neukunden.;Vertrieb
Einladung zu Verkaufsgespräch;Können wir für den Kunden ein kurzes Online-Meeting einrichten?;Vertrieb
Erfolgsauswertung Q1;Hallo, wir brauchen Verkaufszahlen und Trends für die Q1-Auswertung.;Vertrieb
Neue Zielgruppe definieren;Können wir gemeinsam die potenzielle neue Zielgruppe bestimmen?;Vertrieb
Strategiegespräch zur Angebotserstellung;Wir benötigen Unterstützung bei der Formulierung eines komplexen Angebots.;Vertrieb
Reklamation des Kunden analysieren;Bitte prüfen Sie die Beschwerde des Kunden bezüglich falscher Preisangaben.;Vertrieb
Verfügbarkeit bestimmter Module;Sind alle Module der Business-Version sofort lieferbar?;Vertrieb
Follow-up zum Testzeitraum;Wie ist der aktuelle Status der Testphase beim Kunden Müller?;Vertrieb
Request für Wettbewerbsvergleich;Können Sie eine Marktübersicht der Konkurrenzprodukte erstellen?;Vertrieb
Kampagnenmaterial benötigt;Für unsere neue Kampagne benötigen wir Banner und Textbausteine.;Vertrieb
Preisoptionen für Großkunden;Bitte senden Sie mir die Tarifstruktur für Großkunden zu.;Vertrieb
Produktbatch-Nummern anfordern;Wir brauchen die Chargeninformationen der letzten Lieferung.;Vertrieb
Zusatzfunktionen erklären;Der Kunde möchte wissen, ob Automatisierungen möglich sind.;Vertrieb
Bitte um Testzugang;Wir benötigen einen kurzfristigen Testzugang für eine Demo.;Vertrieb
Analyse Kaufverhalten;Können Sie Auswertungen zum Kaufverhalten der letzten Monate liefern?;Vertrieb
Anfrage Individualisierung;Ist eine Anpassung des Produkts an Kundenwünsche möglich?;Vertrieb
Standardpreise aktualisieren;Wir brauchen eine aktuelle Preisliste.;Vertrieb
Dokumentation für Kundeneinsatz;Bitte senden Sie die technische Dokumentation.;Vertrieb
Integrationstest anfragen;Kann Ihr Team einen Integrationstest mit unserem System durchführen?;Vertrieb
Unterstützung bei Neukundenpitch;Wir benötigen ein Fact Sheet für den Termin am Freitag.;Vertrieb
Rückfrage zur Mindestabnahmemenge;Wie hoch ist die kleinste Bestellmenge für dieses Produkt?;Vertrieb
Bestellung von 200 Monitoren;Sehr geehrte Damen und Herren, wir möchten 200 Monitore nachbestellen. Bitte senden Sie uns die voraussichtliche Lieferzeit und Gesamtkosten.;Buchhaltung
Lieferstatus erfragen;Hallo, wie ist der aktuelle Status der Bestellung vom 12. Februar?;Buchhaltung
Anfrage zu Lieferverzögerung;Wir haben gehört, dass es zu Verzögerungen kommen kann. Können Sie dies bestätigen?;Buchhaltung
Preisanfrage für Großbestellung;Bitte erstellen Sie uns ein Angebot für 500 Tastaturen inklusive Staffelpreisen.;Buchhaltung
Rückfrage zum Zahlungsziel;Sehr geehrtes Team, können wir das Zahlungsziel von 14 auf 30 Tage erweitern?;Buchhaltung
Vergleich mehrere Anbieter;Wir benötigen einen Angebotsvergleich von drei möglichen Lieferanten.;Buchhaltung
Reklamation wegen beschädigter Ware;Bei der Lieferung gestern wurden fünf Geräte beschädigt vorgefunden. Bitte klären Sie den Austausch.;Buchhaltung
Erneute Bestellung Bürobedarf;Hallo Einkauf, bitte wie gewohnt 4 Kartons Kopierpapier nachbestellen.;Buchhaltung
Rahmenvertrag prüfen;Können Sie prüfen, wann unser Rahmenvertrag ausläuft?;Buchhaltung
Materialanfrage IT-Equipment;Wir benötigen kurzfristig 20 Dockingstations.;Buchhaltung
Kostenstelle angeben;Für die Bestellung bitte Kostenstelle 4711 verwenden.;Buchhaltung
Lieferantenbewertung durchführen;Bitte führen Sie die reguläre Lieferantenbewertung für Q2 durch.;Buchhaltung
Neue Bezugsquelle gesucht;Wir suchen eine alternative Quelle für SSDs. Haben Sie Vorschläge?;Buchhaltung
Rückfrage zu Mindestbestellmenge;Wie hoch ist die Mindestbestellmenge beim Anbieter XY?;Buchhaltung
Anforderung Sicherheitsdatenblätter;Bitte schicken Sie die Sicherheitsdatenblätter für die neuen Chemieprodukte.;Buchhaltung
Liefertermin bestätigen;Wann erfolgt die nächste Lieferung?;Buchhaltung
Angebot für Dienstleistungsvertrag;Bitte senden Sie uns ein Angebot für den Wartungsservice.;Buchhaltung
Rechnungskorrektur nötig;Die letzte Rechnung enthielt einen falschen Betrag. Bitte korrigieren.;Buchhaltung
Budgetprüfung für Bestellung;Können Sie prüfen, ob noch Budget verfügbar ist?;Buchhaltung
Anfrage Teil-Lieferung;Ist eine Teillieferung der ausstehenden Artikel möglich?;Buchhaltung
Bestellnummer fehlt;Wir haben keine Bestellnummer für den Auftrag erhalten. Bitte nachreichen.;Buchhaltung
Verpackungsanforderungen;Wir benötigen spezielle Verpackung für den Transport sensibler Geräte.;Buchhaltung
Angebot überarbeiten;Bitte überarbeiten Sie das Angebot nach den neuen Spezifikationen.;Buchhaltung
Alternative Produkte prüfen;Gibt es günstigere Alternativen zum aktuellen Produkt?;Buchhaltung
Rückfrage Garantiebedingungen;Wie lange gilt die Garantie für diese Geräte?;Buchhaltung
Anfrage Werkslieferung;Können Sie direkt ins Werk liefern?;Buchhaltung
Neue Lieferadresse;Bitte künftig an die neue Adresse in der Industriestraße liefern.;Buchhaltung
Fehlende Lieferscheine;Uns fehlen die Lieferscheine der letzten beiden Lieferungen.;Buchhaltung
Bitte um Tracking-Informationen;Wir benötigen die Tracking-Nummern aller laufenden Bestellungen.;Buchhaltung
Kostenvoranschlag anfordern;Bitte senden Sie einen Kostenvoranschlag für 300 Einheiten.;Buchhaltung
Defektes Gerät melden;Ein geliefertes Gerät funktioniert nicht. Bitte um Austausch.;Buchhaltung
Lieferengpass klären;Wir haben Hinweise auf Engpässe. Bitte prüfen.;Buchhaltung
Jahresbedarf melden;Unser Jahresbedarf liegt bei ca. 1200 Einheiten. Bitte Angebot erstellen.;Buchhaltung
Konditionen neu verhandeln;Wir möchten die Konditionen für 2025 neu verhandeln.;Buchhaltung
Rückstandsmeldung erhalten;Uns wurde eine Rückstandsmeldung übermittelt. Bitte prüfen.;Buchhaltung
Qualitätszertifikate anfordern;Für die nächste Lieferung benötigen wir die entsprechenden Zertifikate.;Buchhaltung
Rückfrage Lieferantenwechsel;Können wir den Lieferanten wechseln, ohne Preisverlust?;Buchhaltung
Preisupdate anfragen;Bitte senden Sie die aktualisierte Preisliste.;Buchhaltung
Anfrage Lieferterminänderung;Wir möchten den Liefertermin auf nächste Woche verschieben.;Buchhaltung
Ersatzlieferung notwendig;Einige Artikel wurden falsch geliefert. Bitte neue Lieferung veranlassen.;Buchhaltung
Stornierung einer Bestellung;Wir möchten Bestellung #10283 stornieren.;Buchhaltung
Abholung organisieren;Kann der Spediteur beschädigte Ware abholen?;Buchhaltung
Anfrage Verpackungsmaterial;Wir benötigen zusätzliches Verpackungsmaterial zur Kommissionierung.;Buchhaltung
Betriebsmittel nachbestellen;Bitte 30 Einheiten Reinigungslösung bestellen.;Buchhaltung
Kostenanfrage Expressversand;Wie teuer wäre Expressversand für 50 Geräte?;Buchhaltung
Freigabe für Bestellung;Ist die Bestellung durch die Abteilung bereits freigegeben?;Buchhaltung
Neue Rahmenbedingungen prüfen;Wir benötigen ein Update zu den aktuellen Lieferbedingungen.;Buchhaltung
Rücksprache zu Mengenkonfiguration;Bitte prüfen, ob die bestellte Menge korrekt ist.;Buchhaltung
Angebot für Ersatzteile;Wir benötigen Preise für Ersatzteile der Serie X12.;Buchhaltung
 Anfrage zu Mengenrabatt für Softwarelizenzen;Hallo zusammen, wir planen aktuell die Einführung von 120 zusätzlichen Softwarelizenzen für unser Vertriebsteam. Können Sie uns bitte ein Angebot inklusive möglicher Mengenrabatte übermitteln? Uns interessiert außerdem, ob die Lizenzkosten bei einer Jahreszahlung reduziert werden.;Vertrieb
 Bitte um Angebotsanpassung;Guten Tag, wir haben Ihr Angebot zum Vertriebssystem geprüft. Unsere Geschäftsleitung bittet um eine Anpassung des Preises bei einer Laufzeit von 36 Monaten. Wäre eine monatliche Abrechnung möglich?;Vertrieb
 Anfrage Präsentation neuer Produktlinie;Sehr geehrte Damen und Herren, wir möchten einen Termin zur Präsentation Ihrer neuen Produktlinie vereinbaren. Die Produkte sind für unser Vertriebsteam relevant.;Vertrieb
 Kooperationsanfrage regionale Partnerschaft;Hallo, wir suchen einen Partner für eine Vertriebskooperation in Bayern. Wir planen eine Markteinführung im Quartal 3.;Vertrieb
 Nachfrage Liefertermin Demogeräte;Hallo Frau Müller, wann kann unser Vertriebsteam mit den Demogeräten rechnen? Wir benötigen die Hardware zur internen Testphase.;Vertrieb
 Anfrage Webinar zur Plattform;Hallo, bieten Sie ein Webinar zu Ihrer Vertriebsplattform an? Wir möchten die Funktionen live sehen.;Vertrieb
 Rückfrage zu Lizenzmodell;Guten Tag, wir benötigen Details zum Lizenzmodell für 65 Nutzer. Welche Preisstufen gibt es?;Vertrieb
 Preisverhandlung Großauftrag;Hallo zusammen, wir bereiten einen Großauftrag vor. Können Sie uns bitte Ihre besten Konditionen senden?;Vertrieb
 Anfrage Auslandsvertrieb;Sehr geehrte Damen und Herren, wir planen den Vertrieb Ihrer Produkte in der Schweiz. Welche Exportkonditionen bieten Sie an?;Vertrieb
 Nachfrage Produktdaten;Hallo, könnten Sie uns komplette Produktdatenblätter sowie Bildmaterial zur Verfügung stellen?;Vertrieb
 Leadgenerierung Anfrage;Hallo, bieten Sie Unterstützung bei der Leadgenerierung an? Wir möchten über Social Media mehr Reichweite erzielen.;Vertrieb
 Anfrage Marketingmaterial;Hallo, unser Vertriebsteam benötigt Broschüren und Flyer für Kundentermine. Können Sie uns Materialien zusenden?;Vertrieb
 Budgetfreigabe Rücksprache;Guten Tag, wir benötigen Ihr finales Angebot zur Vorlage in der Budgetrunde. Können Sie eine Netto-Aufstellung senden?;Vertrieb
 Anfrage Testzugang;Guten Tag, wir würden Ihre Software gerne vorab testen. Können Sie uns einen 30-Tage-Testzugang zur Verfügung stellen?;Vertrieb
 ROI-Berechnung Request;Hallo, haben Sie Beispielrechnungen zum ROI Ihres Systems? Wir möchten den Nutzen für unsere Verkaufszahlen prüfen.;Vertrieb
 Pitch-Anfrage;Sehr geehrte Damen und Herren, wir planen nächste Woche eine interne Pitchrunde. Können Sie teilnehmen?;Vertrieb
 Partnerprogramm Details;Hallo, wie sieht Ihr Partnerprogramm aus? Welche Margen bietet es Partnerunternehmen?;Vertrieb
 Produktvergleich Wettbewerber;Guten Tag, wir prüfen aktuell verschiedene Anbieter. Können Sie uns einen technischen Vergleich zu Wettbewerbern senden?;Vertrieb
 Anfrage Telefontermin;Hallo, wann haben Sie Zeit für einen kurzen Telefontermin zur Abstimmung der weiteren Schritte?;Vertrieb
 Rabatt bei Vorauszahlung;Hallo, gewähren Sie Rabatt bei jährlicher Zahlung im Voraus?;Vertrieb
 Anfrage Schulung Vertriebsteam;Sehr geehrte Damen und Herren, bieten Sie Schulungen für Vertriebsteams an? Unser Team soll schnell produktiv werden.;Vertrieb
 Leadmanagement Systemfrage;Hallo, wie funktioniert das Leadmanagement in Ihrer Software? Können Leads automatisch zugeordnet werden?;Vertrieb
 Termin für Demo;Guten Tag, wir möchten eine Online-Demo buchen. Haben Sie nächste Woche Termine?;Vertrieb
 Frage zur Integration;Hallo, lässt sich Ihre Software in Salesforce integrieren?;Vertrieb
 Anfrage Angebot international;Sehr geehrte Damen und Herren, wir benötigen ein Angebot für den Vertrieb in DACH. Welche Versandkosten entstehen?;Vertrieb
 Bedarf Marktanalyse;Hallo, haben Sie Daten zu Marktanalysen in unserer Branche?;Vertrieb
 Anfrage KPIs;Guten Tag, welche KPIs zur Vertriebssteuerung unterstützt Ihre Anwendung?;Vertrieb
 Rückfrage Nutzungsumfang;Hallo, ist in der Basislizenz ein E-Mail-Tracking enthalten?;Vertrieb
 Anfrage Rabattstaffeln;Hallo, können Sie Ihre Rabattstaffel anhand von Nutzerzahlen senden?;Vertrieb
 Anfrage Demo-Zugang;Guten Tag, unser Team möchte die Features vorab testen. Bitte senden Sie Login-Daten.;Vertrieb
 Anfrage Referenzen;Sehr geehrte Damen und Herren, können Sie uns Kundenreferenzen im Bereich Industrievertrieb senden?;Vertrieb
 Preisanfrage Jahreslizenz;Hallo, wie hoch ist der Preis für eine Jahreslizenz im Vertriebsteam?;Vertrieb
 Anfrage Konfiguration;Hallo, ist eine individuelle Konfiguration möglich?;Vertrieb
 Nachfrage Lieferzeit Produktbroschüren;Hallo, wann erhalten wir die bestellten Broschüren?;Vertrieb
 Anfrage zum Vertriebsprozess;Hallo, wie unterstützt Ihre Anwendung den gesamten Vertriebsprozess von Lead bis Abschluss?;Vertrieb
 Anfrage zu Zahlungsmodalitäten;Sehr geehrte Damen und Herren, bieten Sie Ratenzahlung?;Vertrieb
 Nachfrage Demoergebnisse;Guten Tag, wir haben die Demo getestet und hätten Rückfragen zu zwei Funktionen.;Vertrieb
 Einladung zur Messe;Hallo, wir sind auf der Industriemesse in Hannover. Können wir einen Termin vereinbaren?;Vertrieb
 Anfrage Vertragsentwurf;Sehr geehrte Damen und Herren, schicken Sie uns bitte einen Vertragsentwurf zur Prüfung.;Vertrieb
 Rückfrage zum Datenschutz;Hallo, wie wird DSGVO bei Kundendaten im CRM gewährleistet?;Vertrieb
 Anfrage Rückkaufprogramm;Guten Tag, haben Sie ein Rückkaufprogramm für alte Geräte?;Vertrieb
 Anfrage Preisupdate;Hallo, hat sich Ihr Preis für die Enterprise-Version geändert?;Vertrieb
 Nachfrage API-Dokumentation;Hallo, können Sie uns die API-Dokumentation senden?;Vertrieb
 Anfrage Zahlungsziel;Sehr geehrte Damen und Herren, welche Zahlungsziele bieten Sie Firmenkunden?;Vertrieb
 Interesse an Partnerschaft;Hallo, hätten Sie Interesse an einer langfristigen Vertriebspartnerschaft?;Vertrieb
 Anfrage Video-Tutorials;Hallo, gibt es Video-Tutorials zur Verwendung Ihrer Plattform?;Vertrieb
 Rückfrage technische Details;Guten Tag, wir benötigen technische Details für unsere IT-Abteilung.;Vertrieb
 Anfrage Wartungsvertrag;Sehr geehrte Damen und Herren, bieten Sie einen Wartungsvertrag für Ihre Software an?;Vertrieb
 Frage zur Skalierung;Hallo, wie skalierbar ist Ihr System?;Vertrieb
 Anfrage Mehrbenutzerlizenz;Guten Tag, bitte erstellen Sie ein Angebot für 50 Nutzer.;Vertrieb
 Nachfrage Rolloutplan;Hallo, haben Sie Beispiel-Rolloutpläne für Vertriebsteams?;Vertrieb
 Bestellung von 40 Monitoren;Guten Tag, bitte erstellen Sie uns ein Angebot für 40 Monitore inklusive Lieferdatum Ende des Monats.;Buchhaltung
 Reklamation fehlerhafte Lieferung;Hallo, die Lieferung vom 14.06. enthält 6 defekte Geräte. Wie ist der Ablauf der Rücksendung?;Buchhaltung
 Anfrage Lieferstatus;Hallo, können Sie uns den aktuellen Lieferstatus unserer Bestellung anzeigen?;Buchhaltung
 Vergleichsangebot Notebooks;Guten Tag, wir holen Vergleichsangebote ein. Bitte senden Sie ein Angebot für 30 Notebooks.;Buchhaltung
 Rückfrage Zahlungsbedingungen;Sehr geehrte Damen und Herren, welche Zahlungsbedingungen bieten Sie bei Großbestellungen?;Buchhaltung
 Anfrage Terminlieferung;Hallo, können Sie eine Liefergarantie für KW 35 zusagen?;Buchhaltung
 Angebot für Netzwerkausrüstung;Guten Tag, bitte senden Sie uns ein Angebot für Router, Switches und Kabel.;Buchhaltung
 Anfrage Kundennummer;Hallo, wir benötigen für die Bestellung eine Kundennummer.;Buchhaltung
 Bestätigung Bestellung;Sehr geehrte Damen und Herren, wir bestätigen die Bestellung gemäß Angebot 2235.;Buchhaltung
 Anfrage Rahmenvertrag;Hallo, bieten Sie Rahmenverträge für wiederkehrende Bestellungen?;Buchhaltung
 Lieferantenbewertung;Sehr geehrte Damen und Herren, wir führen eine Lieferantenbewertung durch. Bitte senden Sie Zertifikate.;Buchhaltung
 Reklamation Zubehör;Hallo, bei der Lieferung fehlt Zubehör für drei Geräte.;Buchhaltung
 Anfrage Garantiebedingungen;Guten Tag, wie lang sind Garantiebedingungen für die Hardware?;Buchhaltung
 Preisanfrage Office-Set;Hallo, bitte Angebot für 20 Office-Arbeitsplätze mit Maus und Tastatur.;Buchhaltung
 Rückfrage Ersatzlieferung;Sehr geehrte Damen und Herren, wann erhalten wir die Ersatzlieferung?;Buchhaltung
 Anfrage Versandkosten;Hallo, wie hoch sind Versandkosten bei Expresslieferung?;Buchhaltung
 Reklamation beschädigter Verpackungen;Guten Tag, mehrere Verpackungen sind beschädigt. Bitte um Prüfung.;Buchhaltung
 Anfrage Lieferzeit Server;Hallo, liefern Sie Server innerhalb von 10 Werktagen?;Buchhaltung
 Anfrage Zahlungsziel;Sehr geehrte Damen und Herren, ist ein Zahlungsziel von 30 Tagen möglich?;Buchhaltung
 Bestelländerung;Hallo, wir möchten die Menge von 15 auf 20 erhöhen.;Buchhaltung
 Lieferstatus Anforderung;Guten Tag, bitte senden Sie den Lieferstatus.;Buchhaltung
 Anfrage Nachbestellung;Hallo, wir möchten Artikel aus vorheriger Bestellung nachbestellen.;Buchhaltung
 Angebot Lagerbestand;Sehr geehrte Damen und Herren, wie hoch ist der aktuelle Lagerbestand für Modell X?;Buchhaltung
 Anfrage Technikdaten;Hallo, bitte senden Sie technische Datenblätter.;Buchhaltung
 Bestellung Büromaterial;Guten Tag, wir benötigen Büromaterial: Papier, Stifte, Ordner.;Buchhaltung
 Rückfrage Liefertermin;Hallo, können Sie den Liefertermin für Bestellung 444 bestätigen?;Buchhaltung
 Anfrage Qualitätsprüfung;Guten Tag, gibt es Qualitätsberichte zu den Produkten?;Buchhaltung
 Reklamation Softwarekey;Sehr geehrte Damen und Herren, der Lizenzkey funktioniert nicht.;Buchhaltung
 Anfrage Mengenrabatt;Hallo, gibt es Mengenrabatt ab 50 Stück?;Buchhaltung
 Bestellung Ersatzteile;Guten Tag, bitte Angebot für Ersatzteile gemäß Liste.;Buchhaltung
 Nachfrage Skonto;Hallo, bieten Sie Skonto bei Zahlung innerhalb von 10 Tagen?;Buchhaltung
 Anfrage Lieferung Ausland;Sehr geehrte Damen und Herren, liefern Sie nach Luxemburg?;Buchhaltung
 Rückfrage Lieferpapiere;Hallo, wir benötigen alle Lieferpapiere digital.;Buchhaltung
 Anfrage Rücksendung;Guten Tag, bitte Informationen zum Rücksendeprozess.;Buchhaltung
 Anfrage Testgeräte;Hallo, stellen Sie Testgeräte zur Verfügung?;Buchhaltung
 Stornierung Bestellung;Sehr geehrte Damen und Herren, Bestellung 336 wird storniert.;Buchhaltung
 Anfrage Rechnungsadresse;Hallo, nutzen Sie elektronische Rechnungen?;Buchhaltung
 Lieferstatus Express;Guten Tag, bitte Status bei Express.;Buchhaltung
 Bestellung Reparatursets;Hallo, wir möchten Reparatursets bestellen.;Buchhaltung
 Anfrage Großbestellung;Sehr geehrte Damen und Herren, können Sie Großbestellungen von 200 Stück liefern?;Buchhaltung
 Anfrage Lagerbestand Chips;Hallo, wie hoch ist aktueller Lagerbestand?;Buchhaltung
 Bestellbestätigung;Guten Tag, wir bestätigen Ihre Auftragsbestätigung.;Buchhaltung
 Anfrage Garantieverlängerung;Hallo, bieten Sie Garantieverlängerung?;Buchhaltung
 Rückfrage Tracking;Sehr geehrte Damen und Herren, Tracking funktioniert nicht.;Buchhaltung
 Anfrage Lieferavis;Hallo, bitte Lieferavis senden.;Buchhaltung
 Bestellung Kabelsets;Guten Tag, wir benötigen Kabelsets.;Buchhaltung
 Anfrage Nachkauf;Hallo, wir möchten Artikel erneut kaufen.;Buchhaltung
